Vftable	Methods	Flags	Type	Hierarchy
01420A1EA0	3		xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_bcd34208480078cee32cc4e0b7e20905> >	struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_bcd34208480078cee32cc4e0b7e20905> >: struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::ICallable;
01420A1EC0	3		xbox::services::Function<void __cdecl(xbox::services::Result<unsigned __int64>)>::Callable<<lambda_d2fe5fcc8cc9fbe2c274af020d4e6eb7> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<unsigned __int64>)>::Callable<<lambda_d2fe5fcc8cc9fbe2c274af020d4e6eb7> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<unsigned __int64>)>::ICallable;
01420A1EE0	3		xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_32999a68a2c4bda1b6c50ca2b4689421> >	struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_32999a68a2c4bda1b6c50ca2b4689421> >: struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::ICallable;
01420A1F00	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > >)>::Callable<<lambda_37632358ec61b5cc8563665b932ebda1> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > >)>::Callable<<lambda_37632358ec61b5cc8563665b932ebda1> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > >)>::ICallable;
01420A1F20	3		xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_6b2524574e723b52d5484ac40d2664c7> >	struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::Callable<<lambda_6b2524574e723b52d5484ac40d2664c7> >: struct xbox::services::Function<void __cdecl(XblClientOperation * __ptr64)>::ICallable;
01420A1F40	3		xbox::services::Function<void __cdecl(long)>::Callable<<lambda_0fda43fe3929697ddff984bb83ceeca4> >	struct xbox::services::Function<void __cdecl(long)>::Callable<<lambda_0fda43fe3929697ddff984bb83ceeca4> >: struct xbox::services::Function<void __cdecl(long)>::ICallable;
01420A1F60	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_63e859f63eabbf874d824a2cd8e750a8> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_63e859f63eabbf874d824a2cd8e750a8> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A1F80	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_f41447cbd2d7d266cf14a307c530d23f> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_f41447cbd2d7d266cf14a307c530d23f> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A1FA0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_acf303f3a72570b7eb5d0a6e88949879> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_acf303f3a72570b7eb5d0a6e88949879> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A1FC0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_1aa62c3f4e1892150cc613986bb12910> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_1aa62c3f4e1892150cc613986bb12910> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A1FE0	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_1b9d7b55a5c5b9c5401e59f0b4515f9a> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_1b9d7b55a5c5b9c5401e59f0b4515f9a> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A2000	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_fc7cdce74c5c4ded493af91c2abe2298> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_fc7cdce74c5c4ded493af91c2abe2298> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A2020	4	M	std::_Ref_count_obj_alloc3<xbox::services::User,xbox::services::Allocator<xbox::services::User> >	std::_Ref_count_obj_alloc3<xbox::services::User,xbox::services::Allocator<xbox::services::User> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::User>,1>, struct xbox::services::Allocator<xbox::services::User>, std::_Ref_count_base;
01420A2048	4	M	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> >,xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> > > >	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> >,xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> > > >: std::_Ebco_base<xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> > >,1>, struct xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<unsigned __int64> > >, std::_Ref_count_base;
01420A2070	4	M	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > >,xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > > > >	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > >,xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > > > >: std::_Ebco_base<xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > > >,1>, struct xbox::services::Allocator<xbox::services::ClientOperation<xbox::services::Result<std::vector<unsigned char,xbox::services::Allocator<unsigned char> > > > >, std::_Ref_count_base;
01420A2098	4	M	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<long>,xbox::services::Allocator<xbox::services::ClientOperation<long> > >	std::_Ref_count_obj_alloc3<xbox::services::ClientOperation<long>,xbox::services::Allocator<xbox::services::ClientOperation<long> > >: std::_Ebco_base<xbox::services::Allocator<xbox::services::ClientOperation<long> >,1>, struct xbox::services::Allocator<xbox::services::ClientOperation<long> >, std::_Ref_count_base;
01420A20F8	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerClientManager,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientManager> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerClientManager,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientManager> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientManager>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientManager>, std::_Ref_count_base;
01420A2120	6	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerLobbySession,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLobbySession> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerLobbySession,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLobbySession> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLobbySession>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerLobbySession>, std::_Ref_count_base;
01420A2468	3		xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_2f906e454d22d9c2299ed1a6f05f4371> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_2f906e454d22d9c2299ed1a6f05f4371> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::ICallable;
01420A2488	3		xbox::services::Function<void __cdecl(XblRealTimeActivityConnectionState)>::Callable<<lambda_9f549a368d40b1f5c60847e4d76354ac> >	struct xbox::services::Function<void __cdecl(XblRealTimeActivityConnectionState)>::Callable<<lambda_9f549a368d40b1f5c60847e4d76354ac> >: struct xbox::services::Function<void __cdecl(XblRealTimeActivityConnectionState)>::ICallable;
01420A24A8	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_f07ba1a92d4dd90631654153b7048049> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_f07ba1a92d4dd90631654153b7048049> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A2840	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_8735211844e0a6237b135a810fc0395c> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_8735211844e0a6237b135a810fc0395c> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A2860	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_45e1f5d2919c4665d3275d4d834048d8> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_45e1f5d2919c4665d3275d4d834048d8> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A2880	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_017fd22074f220e1169877edf917dfc6> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_017fd22074f220e1169877edf917dfc6> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A29A0	4	M	std::_Ref_count_obj_alloc3<xbox::services::achievements::AchievementProgressChangeSubscription,xbox::services::Allocator<xbox::services::achievements::AchievementProgressChangeSubscription> >	std::_Ref_count_obj_alloc3<xbox::services::achievements::AchievementProgressChangeSubscription,xbox::services::Allocator<xbox::services::achievements::AchievementProgressChangeSubscription> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::achievements::AchievementProgressChangeSubscription>,1>, struct xbox::services::Allocator<xbox::services::achievements::AchievementProgressChangeSubscription>, std::_Ref_count_base;
01420A29C8	6		std::_Func_impl_no_alloc<<lambda_d8e0c432a1eb080044e497a99447aa7f>,bool,int>	std::_Func_impl_no_alloc<<lambda_d8e0c432a1eb080044e497a99447aa7f>,bool,int>: std::_Func_base<bool,int>;
01420A2A00	6		std::_Func_impl_no_alloc<<lambda_b7e353d7dbc391bb6ad8222fac218d71>,bool,int>	std::_Func_impl_no_alloc<<lambda_b7e353d7dbc391bb6ad8222fac218d71>,bool,int>: std::_Func_base<bool,int>;
01420A3210	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_1e663324dc5a3cba94e661715149e7df> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_1e663324dc5a3cba94e661715149e7df> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3230	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_bed640124a8601818a41aa39d5d06603> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_bed640124a8601818a41aa39d5d06603> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3250	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_cc865038376016ad4044f99acc7aeffc> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_cc865038376016ad4044f99acc7aeffc> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3270	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_fadda257fbabd3f50d479bb37db9c725> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_fadda257fbabd3f50d479bb37db9c725> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3290	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_eed78eb9b22c44913b3e67bfde1d8ccd> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_eed78eb9b22c44913b3e67bfde1d8ccd> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A32B0	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_d17feb350212838ec255fa7fd12dee64> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_d17feb350212838ec255fa7fd12dee64> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A32D0	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_872ef7a3f85f8e505012b5406f21d83e> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_872ef7a3f85f8e505012b5406f21d83e> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A32F0	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<XblMultiplayerActivityDetails,xbox::services::Allocator<XblMultiplayerActivityDetails> > >)>::Callable<<lambda_dbe54d6430f74ef7a191ee2216cfcaf1> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<XblMultiplayerActivityDetails,xbox::services::Allocator<XblMultiplayerActivityDetails> > >)>::Callable<<lambda_dbe54d6430f74ef7a191ee2216cfcaf1> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::vector<XblMultiplayerActivityDetails,xbox::services::Allocator<XblMultiplayerActivityDetails> > >)>::ICallable;
01420A3310	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_7e13dba3d4568fb6b678ce0095cce5f3> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_7e13dba3d4568fb6b678ce0095cce5f3> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3330	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_ce648f742cd09542fd87d338b497300f> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_ce648f742cd09542fd87d338b497300f> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A3350	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_c003d9f15aaf31a14a185af25525d3af> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_c003d9f15aaf31a14a185af25525d3af> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
